schedule_id,staff_id,date,shift_type,start_time,end_time,location,assignments,breaks,overtime,quality_metrics,notes
SCH000049,DOC0001,2025-07-02,Night,2025-07-02 20:00:02.452019,2025-07-03 08:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Training'], 'patient_load': 10, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 40, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.952215824747517, 'documentation_completion': 0.9344657045407558, 'protocol_adherence': 0.9606134856530149, 'team_collaboration': 4.951132138756261}",Training day
SCH000050,DOC0001,2025-07-03,Day,2025-07-03 08:00:02.452019,2025-07-03 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Quality Assurance', 'Patient Care'], 'patient_load': 3, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 52, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.6583471517370616, 'documentation_completion': 0.874109033613709, 'protocol_adherence': 0.9870695594001805, 'team_collaboration': 4.616754114131366}",Training day
SCH000051,DOC0001,2025-07-04,On-Call,2025-07-04 00:00:02.452019,2025-07-04 23:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Training', 'Patient Care'], 'patient_load': 9, 'supervision': 'Supervising', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 52, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': True, 'hours': 4, 'reason': 'Training'}","{'patient_satisfaction': 3.5264699756409663, 'documentation_completion': 0.8225231422554451, 'protocol_adherence': 0.9663333700722059, 'team_collaboration': 4.108175064665334}",New protocol implementation
SCH000052,DOC0001,2025-07-05,Day,2025-07-05 08:00:02.452019,2025-07-05 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Quality Assurance', 'Patient Care'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': ['Rapid Response', 'Emergency Response']}","{'lunch': 55, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.062575950866581, 'documentation_completion': 0.8812193935595078, 'protocol_adherence': 0.9181156677546192, 'team_collaboration': 4.95050842009425}",Regular shift
SCH000053,DOC0001,2025-07-06,Day,2025-07-06 08:00:02.452019,2025-07-06 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Documentation'], 'patient_load': 3, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 39, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.5391517989801753, 'documentation_completion': 0.8848650333684318, 'protocol_adherence': 0.9440381187773177, 'team_collaboration': 4.686045820447575}",Team building activities
SCH000054,DOC0001,2025-07-07,Night,2025-07-07 20:00:02.452019,2025-07-08 08:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance'], 'patient_load': 7, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 53, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.625554843093736, 'documentation_completion': 0.8422579735390116, 'protocol_adherence': 0.9354614774419493, 'team_collaboration': 4.319939562757923}",New protocol implementation
SCH000055,DOC0001,2025-07-08,Day,2025-07-08 08:00:02.452019,2025-07-08 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Quality Assurance', 'Documentation'], 'patient_load': 8, 'supervision': 'None', 'special_assignments': ['Emergency Response', 'Rapid Response']}","{'lunch': 39, 'short_breaks': 2, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.5614437730938824, 'documentation_completion': 0.8591684949643922, 'protocol_adherence': 0.931848614962769, 'team_collaboration': 4.450440752267159}",Regular shift
SCH000056,DOC0001,2025-07-09,On-Call,2025-07-09 00:00:02.452019,2025-07-09 23:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Patient Care', 'Quality Assurance'], 'patient_load': 7, 'supervision': 'Supervising', 'special_assignments': ['Code Team']}","{'lunch': 56, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.48037483518085, 'documentation_completion': 0.9314373600015384, 'protocol_adherence': 0.973891477501839, 'team_collaboration': 4.881174280633272}",New protocol implementation
SCH000057,DOC0001,2025-07-10,Day,2025-07-10 08:00:02.452019,2025-07-10 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 5, 'supervision': 'None', 'special_assignments': ['Rapid Response', 'Emergency Response']}","{'lunch': 51, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.5218367934217576, 'documentation_completion': 0.9863356237201472, 'protocol_adherence': 0.9707403566746873, 'team_collaboration': 3.713103412417352}",Quality improvement focus
SCH000058,DOC0001,2025-07-11,Day,2025-07-11 08:00:02.452019,2025-07-11 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Training'], 'patient_load': 6, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 33, 'short_breaks': 3, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.8999107930423262, 'documentation_completion': 0.8713702031845295, 'protocol_adherence': 0.9870619233070634, 'team_collaboration': 4.8140030167385195}",New protocol implementation
SCH000059,DOC0001,2025-07-12,Day,2025-07-12 08:00:02.452019,2025-07-12 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Documentation'], 'patient_load': 3, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 36, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.967045534001386, 'documentation_completion': 0.8502757381130441, 'protocol_adherence': 0.9957488330014764, 'team_collaboration': 4.110464265213302}",Quality improvement focus
SCH000060,DOC0001,2025-07-13,Night,2025-07-13 20:00:02.452019,2025-07-14 08:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance'], 'patient_load': 8, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response']}","{'lunch': 35, 'short_breaks': 3, 'break_duration': 14}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.671063654626701, 'documentation_completion': 0.9137652266203488, 'protocol_adherence': 0.9902271225502626, 'team_collaboration': 4.730194968399928}",New protocol implementation
SCH000061,DOC0001,2025-07-14,Day,2025-07-14 08:00:02.452019,2025-07-14 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation'], 'patient_load': 4, 'supervision': 'None', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 36, 'short_breaks': 4, 'break_duration': 14}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.9781341881742485, 'documentation_completion': 0.9284556341244183, 'protocol_adherence': 0.9773706352653935, 'team_collaboration': 4.477883889004523}",Quality improvement focus
SCH000062,DOC0002,2025-05-15,Day,2025-05-15 08:00:02.452019,2025-05-15 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Training', 'Patient Care'], 'patient_load': 2, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 48, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.939905545696696, 'documentation_completion': 0.8590463483781999, 'protocol_adherence': 0.9085971644739576, 'team_collaboration': 4.6160571534500825}",Quality improvement focus
SCH000063,DOC0002,2025-05-16,Night,2025-05-16 20:00:02.452019,2025-05-17 08:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care'], 'patient_load': 2, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 48, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.488991514681476, 'documentation_completion': 0.9743091563711277, 'protocol_adherence': 0.9135290990652506, 'team_collaboration': 4.505899661301758}",Quality improvement focus
SCH000064,DOC0002,2025-05-17,On-Call,2025-05-17 00:00:02.452019,2025-05-17 23:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Training'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': []}","{'lunch': 49, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.456045372352804, 'documentation_completion': 0.8971074059812907, 'protocol_adherence': 0.9813039322051942, 'team_collaboration': 4.348606869635784}",Training day
SCH000065,DOC0002,2025-05-18,Night,2025-05-18 20:00:02.452019,2025-05-19 08:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance'], 'patient_load': 5, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response']}","{'lunch': 59, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.9662500172884263, 'documentation_completion': 0.9894512628072004, 'protocol_adherence': 0.9726105830012832, 'team_collaboration': 4.917812605820248}",Training day
SCH000066,DOC0002,2025-05-19,Night,2025-05-19 20:00:02.452019,2025-05-20 08:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Documentation', 'Training'], 'patient_load': 7, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 45, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.341564762096345, 'documentation_completion': 0.8031880823956198, 'protocol_adherence': 0.9505642732927608, 'team_collaboration': 3.9088676419832664}",Training day
SCH000067,DOC0002,2025-05-20,Day,2025-05-20 08:00:02.452019,2025-05-20 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance'], 'patient_load': 4, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 57, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.7567459293739067, 'documentation_completion': 0.9084086902465094, 'protocol_adherence': 0.95784468428724, 'team_collaboration': 3.509768498537203}",Team building activities
SCH000068,DOC0002,2025-05-21,Night,2025-05-21 20:00:02.452019,2025-05-22 08:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Training'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 47, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.3759343443530705, 'documentation_completion': 0.9459462209849575, 'protocol_adherence': 0.9110470104582166, 'team_collaboration': 4.712780057333028}",Quality improvement focus
SCH000069,DOC0002,2025-05-22,Night,2025-05-22 20:00:02.452019,2025-05-23 08:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Documentation'], 'patient_load': 10, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 47, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.420306576346904, 'documentation_completion': 0.9090920158032492, 'protocol_adherence': 0.9108287763248704, 'team_collaboration': 3.5019454288704854}",Quality improvement focus
SCH000070,DOC0002,2025-05-23,Day,2025-05-23 08:00:02.452019,2025-05-23 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Patient Care', 'Quality Assurance'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': ['Rapid Response']}","{'lunch': 48, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.3984571831929395, 'documentation_completion': 0.8377870220374237, 'protocol_adherence': 0.9697388375500395, 'team_collaboration': 4.189754638306635}",Quality improvement focus
SCH000071,DOC0002,2025-05-24,Night,2025-05-24 20:00:02.452019,2025-05-25 08:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Documentation', 'Patient Care'], 'patient_load': 5, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 39, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': False, 'hours': 1, 'reason': 'Training'}","{'patient_satisfaction': 4.173043354747239, 'documentation_completion': 0.9443474687695457, 'protocol_adherence': 0.9802844382508114, 'team_collaboration': 3.8454038305745173}",Training day
SCH000072,DOC0002,2025-05-25,On-Call,2025-05-25 00:00:02.452019,2025-05-25 23:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Training'], 'patient_load': 1, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 32, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.696913482737411, 'documentation_completion': 0.8384569606202175, 'protocol_adherence': 0.9160893632532127, 'team_collaboration': 3.7882368178796537}",Training day
SCH000073,DOC0002,2025-05-26,On-Call,2025-05-26 00:00:02.452019,2025-05-26 23:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Training'], 'patient_load': 8, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response']}","{'lunch': 46, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.732539329136324, 'documentation_completion': 0.9971120149588245, 'protocol_adherence': 0.9458254605656826, 'team_collaboration': 4.03562926398051}",Regular shift
SCH000074,DOC0002,2025-05-27,Day,2025-05-27 08:00:02.452019,2025-05-27 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Training'], 'patient_load': 4, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response']}","{'lunch': 36, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.099912242977693, 'documentation_completion': 0.8831635507094617, 'protocol_adherence': 0.9567732969053054, 'team_collaboration': 4.678678148242069}",Regular shift
SCH000075,DOC0002,2025-05-28,Day,2025-05-28 08:00:02.452019,2025-05-28 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation'], 'patient_load': 5, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response', 'Emergency Response']}","{'lunch': 42, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.504222261018371, 'documentation_completion': 0.9188429727802441, 'protocol_adherence': 0.9599540490525194, 'team_collaboration': 4.022008820812991}",Quality improvement focus
SCH000076,DOC0002,2025-05-29,Day,2025-05-29 08:00:02.452019,2025-05-29 20:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance'], 'patient_load': 4, 'supervision': 'None', 'special_assignments': []}","{'lunch': 49, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.589734637915099, 'documentation_completion': 0.848793357023576, 'protocol_adherence': 0.9840437853191135, 'team_collaboration': 3.6143000357012114}",Team building activities
SCH000077,DOC0002,2025-05-30,Night,2025-05-30 20:00:02.452019,2025-05-31 08:00:02.452019,Cardiology,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Training', 'Documentation'], 'patient_load': 1, 'supervision': 'None', 'special_assignments': ['Emergency Response']}","{'lunch': 56, 'short_breaks': 2, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.023090240920386, 'documentation_completion': 0.8097786436099457, 'protocol_adherence': 0.9227341610159315, 'team_collaboration': 3.7342044463326234}",New protocol implementation
